g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	
g3955	0.28	-0.3	-0.58	-4.4	1.47	1.56	0.27	0.76	2.86	1.06	1.83	2.07	-1.76	-0.07	-3.85	0.63	-2.12	0.94	1.03	-0.53	
g3956	-0.35	0.065	0.30000000000000004	-0.49	-1.3900000000000001	1.385	0.9700000000000001	1.5899999999999999	2.32	2.285	1.98	1.91	-0.61	-0.14	2.3400000000000003	0.08500000000000008	-0.09499999999999997	-0.365	0.2	0.915	
g3957	-0.265	-1.42	-0.55	0.76	-1.0150000000000001	0.435	1.0499999999999998	-1.805	0.48500000000000004	-1.0150000000000001	-0.015	-0.14500000000000002	0.265	1.7850000000000001	-4.72	0.77	0.7050000000000001	-0.245	0.2	0.955	
g3958	0.5	0.24	-0.24	-0.82	-0.95	-0.37	-0.25	0.05	-0.5	0.57	-0.4	1.18	-0.08	0.94	-2.21	-0.68	0.06	-0.13	-0.03	-0.1	
g3959	0.17	-0.82	-0.55	-0.24	-0.84	-0.9099999999999999	-1.755	-0.385	-0.515	0.010000000000000009	0.125	-0.16000000000000003	1.7550000000000003	-1.6099999999999999	-0.725	-1.355	-1.53	0.40499999999999997	0.09	-1.4300000000000002	
g3960	-1.2750000000000001	-0.2200000000000002	0.94	0.52	0.20500000000000002	-0.295	1.9900000000000002	-0.12	0.9550000000000001	2.07	1.9200000000000002	0.76	-0.06999999999999995	-0.705	-0.10999999999999999	-0.040000000000000036	1.14	-0.13	0.035	-0.09500000000000008	
g3961	-0.07500000000000001	-1.0150000000000001	-1.395	-2.155	-1.7599999999999998	0.615	-1.1800000000000002	0.15499999999999992	-0.54	-0.365	-0.29000000000000004	0.465	-3.845	-1.51	-1.9449999999999998	-0.17500000000000004	-1.725	-0.215	0.35	-1.16	
g3962	-0.10999999999999988	-2.555	0.625	-1.21	1.16	-0.16999999999999993	0.905	0.32499999999999996	-1.07	0.265	0.29	0.6699999999999999	-1.115	0.455	-3.0	1.585	0.15999999999999998	0.21000000000000002	0.29	0.92	
g3963	3.51	3.64	-2.395	1.4000000000000001	-3.895	-0.4750000000000001	-1.525	-1.5	1.62	-0.515	-0.055	1.125	1.5750000000000002	-0.355	0.71	-2.73	1.1999999999999997	1.57	-0.22	0.8999999999999999	
g3964	0.2849999999999999	-1.33	-0.6399999999999999	-1.135	2.925	0.415	-1.29	0.16	1.2950000000000002	-0.28	0.845	-0.065	-2.15	0.205	-1.9100000000000001	-0.63	-0.57	-0.45999999999999996	1.495	-0.5	
g3965	1.135	3.135	-0.45999999999999996	1.5499999999999998	3.6550000000000002	1.3650000000000002	0.8049999999999999	1.4899999999999998	-0.855	-0.395	3.4749999999999996	-0.09499999999999997	1.45	0.335	-0.52	-0.6499999999999999	-1.5350000000000001	-0.5	-1.1749999999999998	-0.29500000000000004	
g3966	0.40500000000000025	2.095	2.32	-0.75	1.4	0.7000000000000001	0.22	1.585	0.11499999999999999	-0.16999999999999993	1.65	0.3750000000000001	2.33	1.48	1.355	1.91	0.5800000000000001	-0.18999999999999995	0.135	1.02	
g3967	-1.385	0.30000000000000027	0.285	1.185	-1.29	-0.575	-0.2549999999999999	-0.28	-1.485	-0.8900000000000001	-0.365	-0.135	-2.29	0.11499999999999999	-2.3600000000000003	1.4400000000000002	0.0	-1.06	0.255	-0.31	
g3968	0.3949999999999999	-0.73	-1.045	-1.945	-0.10499999999999998	0.64	-2.135	0.095	-1.08	0.42500000000000004	0.355	0.215	-1.49	0.03499999999999992	0.365	-4.92	-0.015	0.35	-0.10999999999999999	-0.45499999999999996	
g3969	-0.48	-0.195	1.5350000000000001	-3.605	1.25	2.4899999999999998	-1.4200000000000002	-0.9650000000000003	-1.4500000000000002	-0.020000000000000018	-2.435	0.43500000000000005	0.355	2.72	1.265	0.625	-0.84	0.020000000000000018	2.6550000000000002	4.9799999999999995	
g3970	1.55	1.5350000000000001	-0.365	1.345	-0.76	-1.565	1.5250000000000001	0.56	0.51	1.155	-0.52	-0.31	0.735	0.64	0.19999999999999998	0.795	0.10499999999999998	-1.74	0.965	0.1050000000000001	
g3971	-0.56	1.2349999999999999	-0.4849999999999999	0.0	0.6599999999999999	0.16499999999999998	-0.10999999999999999	3.075	-0.2549999999999999	0.67	0.095	0.18999999999999997	3.005	-0.06	-0.4849999999999999	2.45	0.385	2.15	0.24	0.98	
g3972	-0.41500000000000004	2.1799999999999997	-0.16000000000000003	0.98	-2.195	0.44	0.09499999999999997	0.9400000000000002	0.11499999999999999	0.39499999999999996	-0.275	0.45999999999999996	-0.12000000000000002	-0.11499999999999999	-0.7549999999999999	3.635	0.40499999999999997	0.535	-0.16000000000000003	1.425	
g3973	3.45	0.64	1.8800000000000001	0.375	2.505	0.12999999999999995	0.935	1.88	1.225	1.4	1.19	1.55	1.805	1.345	3.9650000000000003	-0.03499999999999992	0.044999999999999984	0.18499999999999997	0.56	0.6949999999999998	
g3974	-2.56	1.105	1.03	-0.53	0.135	0.11499999999999999	-0.06	0.905	-0.5549999999999999	0.10000000000000003	0.12999999999999998	0.355	-1.895	-0.6000000000000001	0.11000000000000004	0.985	0.185	0.215	0.48	1.51	
g3975	1.535	0.020000000000000018	2.24	0.7350000000000001	0.09	-1.16	-0.135	-3.145	-2.175	0.275	-1.83	0.30500000000000005	1.4700000000000002	0.22999999999999998	-0.09499999999999997	0.565	2.4850000000000003	-0.185	1.5599999999999998	0.24000000000000002	
g3976	-1.895	3.31	0.7899999999999999	0.4600000000000001	-0.7050000000000001	-1.575	1.685	0.3450000000000001	0.195	-0.44500000000000006	-1.065	0.020000000000000004	0.7050000000000001	0.5449999999999999	0.6699999999999999	2.16	0.565	6.99	-3.085	-1.17	
g3977	-0.245	0.485	-1.335	-0.41999999999999993	-1.83	-0.525	-0.06	-0.365	-1.615	-0.99	-0.495	-0.665	-1.8399999999999999	-0.18	0.245	-1.085	-0.2899999999999999	-0.375	0.10500000000000001	-0.345	
g3978	0.13999999999999999	-0.72	0.41000000000000003	0.9	-1.5	0.405	1.01	1.13	-0.785	0.4	0.6	1.02	0.08000000000000002	-0.39	0.52	-0.95	0.365	0.22	0.745	0.36000000000000004	
g3979	0.49	-1.355	1.115	1.24	0.5749999999999997	1.065	-0.0050000000000000044	-0.3999999999999999	-1.065	-1.09	-0.46499999999999986	-0.29499999999999993	0.625	2.085	-0.29499999999999993	0.8300000000000001	-0.69	-0.9949999999999999	-0.8	-0.8900000000000001	
g3980	-0.75	1.1600000000000001	0.48	-1.06	-2.175	0.51	-1.42	0.415	-0.04500000000000001	0.7150000000000001	-0.8300000000000001	0.015000000000000003	-2.0549999999999997	-0.18	-0.37	-2.84	-0.375	0.27	-0.11499999999999999	0.19499999999999995	
g3981	1.2	2.915	0.7250000000000001	-0.75	0.765	-1.9700000000000002	-0.33	-1.96	-1.3050000000000002	-0.815	-0.575	0.015000000000000013	-0.5999999999999999	0.30500000000000005	0.83	-1.4049999999999998	0.74	-0.5700000000000001	-0.18	0.335	
g3982	0.48	-0.39	-0.4	-1.6749999999999998	3.16	0.15499999999999997	-0.14	0.82	0.9749999999999999	0.21	0.43499999999999994	0.7949999999999999	-2.05	0.06999999999999998	-1.3800000000000001	-0.29000000000000004	-1.3599999999999999	-0.29500000000000004	0.08499999999999996	-0.87	
g3983	-0.135	0.815	0.08	-1.13	1.4649999999999999	-0.17000000000000004	0.3	-0.050000000000000044	-2.965	-0.5449999999999999	1.4449999999999998	-1.09	0.20500000000000002	-1.09	-0.6	1.3900000000000001	-0.79	0.44000000000000006	-0.37	-2.645	
g3984	-0.56	0.315	1.13	-0.04999999999999999	0.5549999999999999	0.485	-1.355	-1.5750000000000002	-0.305	0.15500000000000003	0.0	-0.0049999999999999906	0.18999999999999997	-0.5549999999999999	-0.14500000000000002	0.87	0.175	0.085	0.435	0.42	
g3985	-1.2199999999999998	0.09999999999999987	-1.73	0.345	3.66	3.27	-0.7000000000000001	0.5349999999999999	-1.26	-0.655	0.19	0.7449999999999999	0.44	2.835	-1.165	-0.365	0.39499999999999996	0.275	0.24999999999999997	-2.3899999999999997	
g3986	0.705	-1.08	1.605	2.63	0.5399999999999999	0.33	0.7349999999999999	0.26499999999999996	-0.11499999999999999	0.32499999999999996	0.95	-0.21000000000000002	1.255	2.51	1.7000000000000002	-1.285	2.125	0.69	-0.52	0.5549999999999999	
g3987	-1.26	-2.67	-1.46	-3.36	-2.93	0.01	-1.51	-1.11	1.61	0.68	0.57	0.84	-4.65	-2.41	-3.74	-4.47	-3.74	1.5	-0.65	-2.95	
g3988	1.0	1.78	0.36	0.57	4.16	2.31	1.57	-3.19	1.75	0.29	1.17	0.25	-0.09	0.34	0.11	2.71	1.43	-0.14	1.27	-0.55	
g3989	-1.125	0.2400000000000002	0.040000000000000036	2.31	0.13000000000000012	-1.005	0.73	0.765	-1.585	0.10499999999999998	-0.78	2.195	2.8150000000000004	-0.275	-0.635	1.7449999999999999	0.31000000000000005	-0.71	-0.030000000000000027	-1.315	
g3990	-2.84	0.465	-0.5550000000000002	0.8200000000000001	2.155	-0.03500000000000003	-0.21	2.015	-2.34	0.57	-0.050000000000000044	0.20999999999999996	0.41500000000000004	-0.705	-1.07	0.24	-0.6599999999999999	0.23	-0.65	-1.605	
g3991	-0.47	0.1250000000000001	-2.1799999999999997	0.325	3.86	0.2	1.6900000000000002	-0.535	0.685	1.71	1.355	1.3850000000000002	-1.7550000000000003	0.37500000000000006	1.83	1.135	0.59	0.835	-0.7549999999999999	-0.43500000000000005	
g3992	1.5799999999999998	-1.375	-0.28	-0.29	1.4100000000000001	1.88	-2.805	-0.2	1.1099999999999999	1.315	1.7750000000000001	2.07	0.0	0.8400000000000001	1.53	-0.3500000000000001	-1.3900000000000001	0.9349999999999999	1.23	0.135	
g3993	-0.02	-1.52	-1.29	-1.52	-2.95	-0.71	-1.17	-0.4	-0.37	-0.79	-0.64	-0.89	-1.91	-1.17	-1.08	-2.5	-0.69	-0.06	0.61	-1.22	
g3994	1.8099999999999998	-1.63	-0.12	0.09000000000000008	0.10499999999999998	-0.0050000000000000044	0.595	-0.2649999999999999	2.29	-0.26	0.905	-0.16	0.04	-2.17	1.04	-1.6	0.4549999999999996	0.955	-0.125	-3.21	
g3995	-0.42000000000000004	-0.665	-0.6099999999999999	0.14999999999999997	-0.395	-1.5499999999999998	-2.355	-4.335	0.41999999999999993	0.0049999999999999906	-1.7350000000000003	-1.5	-1.0599999999999996	-0.905	1.08	-1.8649999999999998	0.0050000000000000044	-0.17500000000000004	-0.71	-0.004999999999999893	
g3996	0.8600000000000001	2.6899999999999995	0.165	-0.49	2.525	1.96	0.605	0.5900000000000001	-0.21499999999999997	0.615	-0.49	0.37000000000000005	-1.545	-0.78	0.935	0.47499999999999987	0.28500000000000003	-0.2450000000000001	0.48	1.355	
g3997	-0.78	-2.175	0.34500000000000003	2.01	-1.275	0.405	-0.55	-0.61	-0.03500000000000003	0.03	-0.245	-0.64	-1.27	0.0049999999999999906	1.125	-2.3499999999999996	2.41	-0.615	-1.2149999999999999	-1.15	
g3998	0.02	-0.75	-0.28	0.29	-2.08	-0.56	-1.37	-0.43	-1.45	0.06	-0.39	-1.2	-0.27	1.24	1.18	-3.22	-0.58	-0.65	-0.18	-0.14	
g3999	1.31	-3.065	1.145	-0.51	-3.085	1.635	-2.04	1.1249999999999998	-0.06499999999999995	1.435	1.0950000000000002	1.19	0.13	1.19	-0.56	3.1900000000000004	0.235	0.275	0.275	0.22	
g4000	0.9999999999999999	-0.815	0.71	0.595	-0.5900000000000001	-0.25	0.75	-0.11499999999999999	-0.53	-0.08000000000000002	0.265	-0.17000000000000004	-0.31	-0.12	0.8999999999999999	-0.015000000000000013	0.665	0.085	0.03999999999999998	0.665	
g4001	-3.23	1.1549999999999998	-1.145	-1.24	1.6150000000000002	-0.42500000000000004	0.03499999999999992	-1.48	-2.8150000000000004	0.19499999999999998	-0.455	-1.045	-1.31	-0.21499999999999997	-1.525	-3.21	-0.335	-0.125	0.8300000000000001	-2.3449999999999998	
g4002	-0.10500000000000001	-1.47	-0.585	-0.28	0.29999999999999993	-0.5	-3.3449999999999998	-1.8399999999999999	-0.79	0.58	-0.03999999999999998	-0.21000000000000002	-1.235	0.44499999999999984	-1.045	-1.885	-0.1299999999999999	0.5099999999999999	0.10000000000000003	-1.3849999999999998	
g4003	-0.15000000000000002	0.015000000000000013	0.43499999999999983	-0.5350000000000001	3.74	-1.59	-0.81	-1.2550000000000001	0.38	0.23	0.85	2.57	1.6849999999999998	-0.915	-0.855	2.075	-0.335	-0.7	0.985	1.7550000000000001	
g4004	4.84	-2.485	1.2950000000000002	0.31000000000000005	1.6349999999999998	2.38	0.885	-1.085	1.47	0.765	2.2	-1.085	-0.14	0.23	0.6549999999999999	0.375	1.305	0.46499999999999997	-0.20500000000000007	2.1100000000000003	
g4005	3.41	1.89	0.6749999999999999	-0.05999999999999994	1.3900000000000001	-0.3400000000000001	-0.845	-0.07	-0.37	-0.255	2.4749999999999996	4.095	-0.845	-0.6849999999999998	-0.3600000000000001	1.53	-1.685	-2.3449999999999998	0.39	-1.795	
g4006	0.755	-1.685	-2.035	0.3649999999999999	-0.040000000000000036	0.98	-0.41	0.23999999999999996	0.935	0.325	0.385	0.39999999999999997	0.515	-0.13	-1.225	-0.7949999999999999	-0.36	0.19	0.41	-2.215	
g4007	-0.23000000000000043	0.41000000000000003	-0.065	-3.105	-0.79	0.42000000000000004	-1.7599999999999998	0.035	-1.65	0.8	1.23	1.38	-1.62	-1.815	2.865	0.7050000000000001	-0.67	-2.185	-0.46499999999999997	-3.6	
g4008	-1.965	-1.305	-1.8050000000000002	-0.33000000000000007	0.525	-1.535	1.0699999999999998	0.78	0.545	2.875	1.205	0.96	2.1	1.4200000000000002	1.48	2.8049999999999997	0.13	0.72	1.1400000000000001	3.845	
g4009	-1.15	-0.7749999999999999	0.5700000000000001	0.72	-0.36500000000000005	-0.87	-0.13999999999999996	-1.22	-0.6799999999999999	-0.86	-0.73	-1.085	-1.6099999999999999	0.27	-0.8050000000000002	-3.45	0.17999999999999994	-0.185	-0.36	-0.39	
g4010	0.14	0.46499999999999997	1.04	-0.6950000000000003	1.16	-0.415	-0.12	-2.09	-0.23500000000000004	-0.43500000000000005	-0.8049999999999999	-2.065	0.455	-0.31499999999999995	1.44	1.75	0.9149999999999999	0.7500000000000001	-0.5249999999999999	-0.20000000000000007	
g4011	-0.645	-5.105	-2.37	-2.36	-5.535	-2.5	-4.345	-1.405	-0.63	-1.1400000000000001	-0.47500000000000003	-0.625	-3.1500000000000004	1.06	-2.3200000000000003	-3.65	-3.4699999999999998	0.30500000000000005	0.245	-4.4	
g4012	3.8549999999999995	-2.975	-2.735	0.37	-1.7349999999999999	-0.08999999999999986	2.04	0.345	0.3	-0.34999999999999987	0.485	1.33	3.925	-3.25	0.7350000000000001	-0.07499999999999996	1.695	0.6	0.5599999999999999	-1.0150000000000001	
g4013	-0.13	-0.29499999999999993	0.43000000000000005	0.4750000000000001	-1.125	-0.54	2.79	-0.525	1.1	0.010000000000000002	0.19	1.685	1.9499999999999997	1.895	0.31000000000000005	-1.3050000000000002	1.045	-0.525	-0.65	-0.6950000000000001	
g4014	-0.89	0.19	1.84	1.86	1.37	0.9	0.13	0.2	0.53	-0.54	0.24	-0.24	0.92	-0.13	0.05	-1.78	-0.13	-0.34	0.53	0.67	
g4015	0.9850000000000001	-1.2200000000000002	-0.64	1.865	-0.32499999999999996	1.395	0.525	0.9249999999999999	-1.085	0.975	-0.20999999999999996	-1.07	-2.425	-0.8049999999999999	1.79	-1.445	2.29	0.5349999999999999	0.475	1.75	
g4016	0.0050000000000000044	-0.395	0.2649999999999999	-2.21	-1.655	-1.0699999999999998	-4.140000000000001	-0.77	0.024999999999999994	-0.42500000000000004	-0.135	-0.04000000000000001	-0.915	0.52	0.3500000000000001	-1.125	-2.245	-0.41000000000000003	0.72	-1.755	
g4017	-0.45999999999999996	-0.32	1.2349999999999999	2.09	-4.135	-2.35	-0.42999999999999994	-2.045	-0.2450000000000001	-0.485	-0.33999999999999997	-0.665	-2.45	-0.3600000000000001	0.8949999999999999	0.9149999999999999	0.605	-0.58	-0.385	0.30500000000000005	
g4018	-0.58	-0.24	1.095	1.065	0.05499999999999994	0.20500000000000007	0.475	0.975	1.36	0.5349999999999999	0.09999999999999998	0.42000000000000004	2.81	-0.39499999999999996	0.65	-0.33499999999999996	0.5950000000000001	-0.21000000000000002	0.14	0.34	
g4019	-0.125	1.69	-0.36	-1.115	-1.24	-0.51	2.335	0.81	2.245	0.645	0.555	0.6	2.02	2.245	0.89	2.0650000000000004	-0.63	-0.255	0.14	0.95	
g4020	-2.2600000000000002	1.37	0.6700000000000002	1.65	-0.295	-0.32499999999999996	0.9750000000000001	-1.505	-0.67	-2.0949999999999998	-4.49	-1.54	2.285	0.015000000000000013	2.02	0.17500000000000004	0.2549999999999999	-0.9299999999999999	-2.15	0.805	
g4021	-0.30000000000000004	1.895	0.06	0.14	-1.6349999999999998	-0.355	-0.51	-1.75	-0.8300000000000001	-0.5700000000000001	-0.41500000000000004	-0.655	-0.47	-1.77	-0.595	1.46	-0.7749999999999999	0.325	0.29000000000000004	-1.55	
g4022	1.9050000000000002	0.47500000000000003	-0.3699999999999999	-0.755	2.1799999999999997	1.92	0.04499999999999993	-1.8900000000000001	-1.4299999999999997	2.13	-0.17500000000000004	0.8150000000000002	-1.9100000000000001	-1.935	0.06999999999999984	-1.835	-1.8650000000000002	0.9750000000000001	-0.7899999999999999	-0.5800000000000001	
g4023	-0.09	1.23	-1.25	0.55	0.35	0.77	0.23	-0.71	0.11	-0.11	-0.09	0.5	1.09	0.64	0.6	2.1	-0.04	0.22	0.76	0.34	
g4024	0.39	-1.635	-2.085	3.0149999999999997	0.8899999999999999	3.1849999999999996	-1.345	2.05	3.505	2.1449999999999996	2.1100000000000003	2.2	-1.23	-0.89	-1.255	-0.635	1.75	0.37	-1.0899999999999999	-2.35	
g4025	1.19	-1.115	0.48000000000000004	-2.215	1.4449999999999998	0.665	1.54	1.5150000000000001	1.64	1.52	1.745	1.0150000000000001	2.405	1.125	-0.355	0.725	0.24999999999999997	-0.09000000000000002	0.33999999999999997	0.255	
g4026	-0.24	-0.795	1.295	0.014999999999999902	1.825	-1.645	0.21499999999999997	-0.2650000000000001	0.18	2.255	1.315	1.525	5.96	0.74	1.105	1.9	-0.47	0.665	0.7250000000000001	1.275	
g4027	0.62	2.02	0.13	-0.15	0.44	-0.17	1.18	-0.77	0.25	0.5	0.44	0.44	1.87	-0.66	0.66	1.2	1.08	0.25	0.35	0.92	
g4028	1.0550000000000002	0.62	2.2649999999999997	0.955	-3.555	-1.515	1.22	-0.8150000000000001	0.28500000000000003	-1.03	-0.9750000000000001	-1.2449999999999999	3.02	0.21500000000000002	1.3000000000000003	-2.51	1.0750000000000002	-0.33	-0.58	-0.915	
g4029	0.16999999999999993	-0.75	-0.015000000000000013	-0.225	-1.78	0.7	1.655	2.9699999999999998	3.185	1.435	1.5150000000000001	1.555	-1.04	-1.175	-2.75	0.2899999999999999	-2.36	-0.91	-0.55	-0.96	
g4030	-0.895	-1.705	-0.38	2.7399999999999998	-0.965	1.4149999999999998	-0.6699999999999999	-0.665	-1.3849999999999998	0.9650000000000001	0.1449999999999999	0.41500000000000004	-1.69	0.755	0.635	1.455	0.33499999999999996	0.025000000000000022	0.30000000000000004	-1.835	
g4031	0.8049999999999999	-2.05	-1.7349999999999999	-2.065	-1.45	1.76	0.945	2.265	1.7650000000000001	1.3399999999999999	1.635	1.2999999999999998	-2.35	-0.815	-1.59	-0.21499999999999997	-2.115	-1.2	0.19	-1.7650000000000001	
g4032	1.01	-1.07	1.08	0.22	1.76	1.66	0.58	2.07	0.13	0.03	-0.17	0.79	1.36	3.06	0.86	-0.46	0.26	0.55	0.39	-0.36	
g4033	0.7150000000000001	0.6549999999999999	1.3250000000000002	-0.495	1.4149999999999998	1.4699999999999998	-1.185	-0.78	-0.4	-2.315	0.3	0.29999999999999993	0.31999999999999995	-0.79	-0.625	-1.24	-0.07499999999999996	-0.6749999999999999	-0.20999999999999996	-0.43999999999999995	
g4034	-2.69	-1.195	-0.625	-1.895	2.5149999999999997	-2.16	-0.515	2.64	0.3350000000000001	1.66	0.71	1.685	-0.31000000000000005	-2.545	-1.1849999999999998	-0.5850000000000001	-0.33499999999999996	-0.515	0.12000000000000002	1.085	
g4035	0.375	1.29	1.505	0.009999999999999998	-1.9649999999999999	-1.9100000000000001	0.2200000000000002	-2.64	0.135	-0.0050000000000000044	-1.44	0.3749999999999998	-0.05499999999999994	-1.04	0.925	1.8699999999999999	1.7349999999999999	2.13	-0.455	-0.325	
g4036	0.1050000000000001	0.10500000000000001	2.24	0.20500000000000002	-0.010000000000000009	-2.16	-1.275	-1.06	-1.855	-1.1	-0.78	-0.935	-1.71	0.5	-0.45999999999999996	-0.94	0.78	-0.19	-0.8500000000000001	2.3200000000000003	
g4037	-0.95	-1.75	-1.895	-2.19	-3.41	-2.0999999999999996	-1.545	-0.8700000000000001	-0.99	-0.99	-0.64	-0.69	-2.3699999999999997	0.245	-1.51	-1.96	-2.215	-0.125	0.03	-1.325	
g4038	0.74	0.95	1.19	-0.96	0.25	0.775	0.66	1.47	-1.19	-0.55	-1.155	0.11	0.7599999999999998	-2.195	0.5700000000000001	-0.7549999999999999	-0.555	-0.42000000000000004	0.28	0.965	
g4039	0.66	0.7949999999999999	-0.99	0.06000000000000005	3.0949999999999998	0.9199999999999999	-2.195	0.06999999999999998	1.62	1.13	0.73	0.905	2.1500000000000004	-0.6599999999999999	-1.695	1.2349999999999999	0.11499999999999999	0.015000000000000013	-0.47	0.4800000000000001	
g4040	1.33	-0.4500000000000002	-1.715	-3.4349999999999996	-2.4000000000000004	0.5000000000000001	3.15	-0.4849999999999999	-0.43999999999999995	0.765	-0.03999999999999998	0.235	0.32999999999999985	-3.085	-1.0900000000000003	-1.085	0.63	0.44	0.375	0.6900000000000001	
g4041	-0.9950000000000001	-1.77	-0.17	1.405	0.11499999999999999	0.45499999999999996	1.4049999999999998	1.4	0.33999999999999997	-1.355	1.295	0.09999999999999998	0.74	-0.385	-1.1150000000000002	-0.865	-0.11000000000000001	0.955	0.83	-0.01	
g4042	2.785	-2.32	-0.76	-1.275	0.12	-0.08999999999999986	1.685	-0.3799999999999999	1.0150000000000001	-0.485	-2.465	-0.665	-3.0999999999999996	-0.21999999999999997	-0.12	1.64	-0.16500000000000004	0.04000000000000001	-0.865	1.5950000000000002	
g4043	0.235	-4.52	-1.075	-2.13	0.295	-2.05	-1.1199999999999999	-0.2549999999999999	1.4249999999999998	1.16	1.3450000000000002	1.09	-0.745	-1.6550000000000002	-1.525	-0.9349999999999999	-0.7050000000000001	-1.3	-0.81	0.375	
g4044	0.575	0.6049999999999999	-0.41999999999999993	0.7150000000000001	1.775	-0.97	0.8049999999999997	1.2349999999999999	-0.6599999999999999	0.285	1.4649999999999999	0.43999999999999995	2.615	1.9400000000000002	1.82	1.2199999999999998	1.02	1.15	-0.75	1.755	
g4045	0.535	0.11499999999999994	1.6700000000000004	0.41500000000000004	-0.3599999999999999	-0.39	-0.5599999999999999	-0.345	1.7200000000000002	-3.0	-1.46	-1.4899999999999998	2.5250000000000004	-1.6100000000000003	-1.835	0.6400000000000001	-0.5349999999999999	0.95	-1.455	1.0150000000000001	
g4046	0.135	0.345	0.06000000000000005	1.39	0.8150000000000002	0.52	0.34500000000000003	-0.54	-0.20500000000000007	-0.19500000000000006	-0.5700000000000001	-0.009999999999999995	0.22499999999999998	0.6300000000000001	0.57	-0.5249999999999999	1.05	-0.019999999999999962	-0.345	-0.6749999999999999	
g4047	-0.02999999999999997	-1.3699999999999999	-0.16	-0.5800000000000001	-0.43999999999999995	0.08500000000000002	-0.065	0.16499999999999998	0.72	0.05000000000000002	-0.435	-0.8	0.5949999999999998	-0.185	1.585	-0.385	-0.63	-0.21	0.24999999999999997	2.07	
g4048	0.6950000000000001	0.44499999999999995	0.67	2.195	0.39	1.2400000000000002	1.915	0.235	0.99	0.55	0.32499999999999996	0.8600000000000001	-1.67	1.6800000000000002	0.07500000000000018	3.0949999999999998	0.945	0.2	0.23	1.0350000000000001	
g4049	-0.4049999999999999	-2.1750000000000003	-0.7650000000000001	0.31000000000000005	-1.21	0.48000000000000004	-0.27	-0.5	-0.7050000000000001	-0.63	-1.795	-0.10499999999999998	-0.78	-0.785	1.46	-0.41000000000000003	0.12	-0.11000000000000001	2.3000000000000003	-3.4099999999999997	
