g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	
g373	-1.4257218532925129	-2.192017678416998	-2.461982787424708	-3.4428335681693123	-3.2522939435596188	-4.9227023027664245	-6.563880813054129	-3.491016818153581	-7.514679464769708	-1.4035418604410146	-2.9662578243695954	-4.969395538214466	-1.959094593651274	-2.2942768108837113	-2.8489205269711886	-3.6354051570814554	-4.689287619021731	-1.7408179196618125	-2.663830889535991	-2.69042447126309	-2.3336648734379004	-30.08670410620362	-2.69042447126309	-4.493823621385344	-4.093694295327294	-3.95840562153081	-2.69042447126309	-1.7178567712185018	-0.45422927388986406	-2.799872345726398	-1.0294408032665983	-2.385131723668546	-3.4731299136431737	-5.253188504215057	-2.7475843409673493	-5.025063929581587	-4.055235330160782	-2.69042447126309	-3.1322928433013475	-2.7641504234924366	-1.5653317443856478	-2.69042447126309	-0.0968074392029252	-0.8114724732255983	-2.69042447126309	-2.2891219498041204	-2.5700359564830535	-1.3324257340249812	-3.262572817270941	-2.9018499789079883	-2.69042447126309	-2.69042447126309	-5.917069982239168	-2.69042447126309	-2.69042447126309	-2.69042447126309	-2.69042447126309	-2.20347596505835	-2.69042447126309	-3.3520919092828607	-5.014849356347548	-5.102341350314046	-3.523504249409503	-2.69042447126309	-1.6980612330346643	-2.69042447126309	-2.69042447126309	-2.1240627035336246	-2.1266606400428874	-1.3327890875191293	-2.69042447126309	-2.69042447126309	-3.902259345542917	-2.69042447126309	-2.69042447126309	-5.690777237162218	-3.3047188048551397	-2.9953907467474106	-2.69042447126309	-1.9202976283026219	-8.783639550542588	-2.69042447126309	-2.69042447126309	-5.013709571013789	-2.69042447126309	-0.8730271437422344	-2.69042447126309	-2.98051157040864	-2.69042447126309	-5.86779309549012	-14.37566687844734	-2.399730246490995	-3.9512058197391955	-2.69042447126309	-3.220669709278125	-3.2161926990528347	-2.560663158965489	-2.69042447126309	-7.073198969469433	-3.1831136259850807	-2.69042447126309	-2.338615223820242	-2.838191789142985	-1.8488209366191248	
g374	-1.7378342361077188	-5.367108599096737	-3.8076289280178117	-4.439089439120111	-3.508064916173313	-2.4819347382909354	-3.0036699707261576	-3.2108967824986188	-3.0036699707261576	-4.1760550332863176	-0.14459587965881662	-3.272281974133807	-3.783997505336634	-2.390499139182744	-3.0036699707261576	-3.0036699707261576	-1.945082080871042	-2.2151317381643407	-3.0036699707261576	-3.1228290337654254	-16.84581002012013	-4.019479592074801	-3.0036699707261576	-17.761183121118023	-4.5756961755162155	-3.649095461225149	-2.7858751946471525	-3.0036699707261576	-3.0036699707261576	-3.0036699707261576	-2.7114762453642216	-0.9003033860932308	-3.8456652202937733	-3.460528483729924	-3.102476159281105	-2.506028579570381	-4.274250119742887	-1.5487552664249378	-3.2781830960837195	-3.0036699707261576	-1.0472191556726507	-0.7408179196618125	-0.5708929182195004	-3.0036699707261576	-2.512102098789911	-1.6734626518600482	-3.0036699707261576	-3.57089169135037	-3.35203775645208	-3.0036699707261576	-1.7734914701913203	-3.17686631224894	-1.180168347573463	-1.6615805580103968	-2.108425274903446	-1.4552178952133368	-2.8262329322632938	-2.1966394910000133	-3.0036699707261576	-3.0036699707261576	-5.356383894655658	-3.0419286756719752	-3.0036699707261576	-3.0036699707261576	-4.156369840426189	-3.134496712322364	-1.4065984188743528	-3.474738480462129	-5.7012478536630615	-3.6598837980860996	-3.6246880467044447	-2.4135193053801434	-3.0036699707261576	-1.5678957765313228	-4.426116231374354	-17.839295116079203	-4.058672509726396	-3.1452544787066614	-5.266828054573635	-4.091715959416899	-5.3242382555745635	-15.536187754982429	-2.849960307225847	-5.707265359950786	-3.0036699707261576	-2.9017935705612325	-4.76429502528223	-3.126171581580792	-4.284616164245396	-2.5777669993169523	-2.763515387763657	-3.3397832797819436	-2.7670936989931696	-3.8524668034693192	-1.931564777696293	-4.479467320432704	-2.417823020664027	-2.6896262975164547	-2.0655212410931174	-1.8010173166077528	-1.9684145409361118	-2.2373368486493406	-1.87512485233744	-4.041110779803426	
g375	-3.6050688592691555	-3.0709665213541437	-2.372749595158781	-3.9859875663838866	-1.3040339814589803	-4.9048722350742135	-5.49199737304772	-4.638456202032136	-1.890037746601182	-5.938828672770285	-1.3605532461846586	-5.784681733908289	-2.372749595158781	-2.7226583879123565	-2.2771912228185616	-2.255331459988443	-3.236473706724937	-1.4860040206329876	-1.7197563041339832	-5.141525588058713	-2.372749595158781	-2.372749595158781	-2.372749595158781	-2.372749595158781	-4.036466689750326	-3.2790802123960567	-2.5513104482311593	-5.599811857068703	-0.3776318475830949	-3.107803289534515	-2.372749595158781	-4.514573172829758	-4.76147770650018	-5.654917088847568	-2.372749595158781	-2.372749595158781	-2.7093396881886447	-1.9776676999019436	-3.444105333058888	-2.372749595158781	-3.438449060439003	-2.372749595158781	-2.3100223675767806	-2.372749595158781	-2.372749595158781	-2.495735558650761	-3.784808560849775	-2.372749595158781	-2.7293056234948123	-3.0991235338421017	-2.372749595158781	-4.849703351459848	-5.261465606901256	-3.2414986490393174	-2.372749595158781	-4.399882517855419	-1.109981412516178	-1.6452093507689292	-1.9854805574429026	-1.7789049608224579	-1.8277685311745189	-3.7245161073327124	-4.520189993320905	-1.9373011953107844	-5.831563344901453	-2.372749595158781	-3.0292780689529724	-3.4610050138881423	-2.5597919249862504	-2.372749595158781	-2.3838305338132693	-2.1146599217753344	-3.3947142864943776	-1.951205819739195	-3.453514146497122	-2.016249351645075	-2.9400910109813148	-2.372749595158781	-1.5428785420499038	-2.372749595158781	-2.372749595158781	-1.3640134962543768	-4.875354242340465	-3.4732618035353546	-5.093448332887666	-4.040259514914517	-2.372749595158781	-5.14943015221215	-2.138864922802971	-2.090495686439397	-10.155958288564635	-4.471514363658573	-2.0534937013109786	-2.884700355974453	-2.372749595158781	-2.372749595158781	-2.372749595158781	-4.006941609418847	-2.5666131908422645	-2.372749595158781	-0.7548694685881671	-2.372749595158781	-2.372749595158781	-2.372749595158781	
g376	-4.022566197235803	-4.655807792291531	-2.3394295809762338	-2.9029286294560963	-1.257045243302508	-2.5386809975092457	-2.702178458076083	-5.227016447861895	-2.702178458076083	-2.361416384768338	-3.909720612050438	-3.5760454059851035	-4.10805205150442	-2.702178458076083	-8.180931808296984	-3.62308355748798	-3.7048177201426022	-5.804702802384903	-2.702178458076083	-4.7148227111288685	-4.882078473498902	-1.75912717343686	-2.702178458076083	-2.702178458076083	-5.031267783076007	-2.702178458076083	-2.702178458076083	-9.421793564997238	-2.702178458076083	-2.6197138438769216	-1.477838699059436	-2.2799842649171955	-1.7548694685881672	-2.702178458076083	-2.645960066813257	-2.702178458076083	-3.4606873096276893	-3.163591067720262	-2.2189341015640367	-1.3982698071028605	-2.702178458076083	-4.860334484532278	-3.2750878406843897	-2.702178458076083	-2.139235797371172	-3.837110224219435	-3.8437328369481967	-4.327131168195976	-3.806720275851542	-2.7093396881886447	-2.663830889535991	-4.636096343738675	-5.199189122932817	-6.785636423503658	-4.205297182851056	-2.702178458076083	-2.702178458076083	-2.687799537362322	-2.868362774841275	-1.4591791690938325	-3.236659935824921	-0.39251580698610933	-2.702178458076083	-2.893249684939132	-2.5170636133001945	-2.702178458076083	-2.702178458076083	-3.424920068439045	-2.702178458076083	-5.2002495382991105	-2.810966175609983	-2.0588936890535687	-2.5386809975092457	-1.9953907467474106	-2.702178458076083	-3.289339518176777	-3.286304185156641	-2.955675831187799	-2.702178458076083	-2.9411986463838136	-6.822390182270375	-2.884700355974453	-2.124691739968656	-3.6109914155183596	-3.3813611959748564	-4.236775414324224	-2.5815264361138532	-2.8868329432672653	-11.61868561403982	-2.8868329432672653	-4.755411563112999	-5.024348530197421	-2.702178458076083	-3.830741998428436	-4.309860071578272	-7.7405093547925174	-2.702178458076083	-2.702178458076083	-1.504714170629036	-2.702178458076083	-2.702178458076083	-2.2095615718147994	-2.539909763954058	-2.1903386105592273	
g377	-2.7543826472436157	-1.8832386314857683	-1.8832386314857683	-1.8832386314857683	-2.305820532144956	-2.649276465558978	-2.9400910109813148	-2.0354233731336966	-0.434012959249229	-0.8999642788381562	-2.5984773384340656	-5.23262979098691	-3.5037342490300047	-2.6002374885060533	-3.472809528334087	-3.707059203397783	-3.219328754469914	-2.345384184692105	-5.266454758988931	-7.054284435800978	-4.9545210342844435	-1.6840860345632578	-3.4764982620362104	-1.6012118523662309	-2.4642331016946493	-1.8832386314857683	-1.2880646430210785	-1.8832386314857683	-0.5393098511512646	-1.8832386314857683	-1.1665026631401652	-1.4087473083436852	-1.0516958938207068	0.23878685958711648	-0.7346863143768695	-1.309971140643454	-1.8832386314857683	0.16221003631430692	0.3265373481399519	-1.8832386314857683	-1.66611834053191	-1.5998993169845186	-6.765241280365599	-1.8832386314857683	-2.3167029049854877	-1.8832386314857683	-1.484388460507959	-0.22280124285048297	-5.55503615647614	-1.8832386314857683	-1.8832386314857683	-3.306145803382716	-2.561494220217251	-2.0448870829425965	-2.1883645691462563	-1.3023541591701173	-0.5899155031294844	-0.10299197355168209	-3.290532898611828	-3.6629169236892123	-6.461163892258535	-3.3424148685472796	-1.8832386314857683	-5.152259595364276	-1.8832386314857683	-0.3742619380913522	-0.7861239566170577	-1.8832386314857683	-0.6836225180802697	-0.009989097939099818	-3.3226496228048217	-1.0303245368567977	-1.8832386314857683	-3.6062982543506994	-1.7754650603707094	-3.773590119378742	-0.6658894321552473	-0.4647432890961619	-2.5838336964646946	-2.8815073741305954	-1.8832386314857683	-2.9206168205182	-1.8832386314857683	-0.8756718649977981	-1.9860830370468474	-8.18589424532204	-1.8832386314857683	-1.8832386314857683	-1.8832386314857683	-1.8832386314857683	-2.927790887876411	-2.415037499278844	-1.8832386314857683	-5.300732670372873	-3.0374139616431166	-4.74777813437766	-2.815021540306669	-5.041209281269352	-1.8832386314857683	-2.140159753998377	-1.8832386314857683	-3.918115033270773	-1.8832386314857683	-1.8832386314857683	
g378	-1.6091326081592354	-4.9078735961389395	-3.4475972421991763	-2.3061934630694614	-4.123308221668148	-8.3989302822297	-4.542183950357274	-3.02220614193428	-5.594374255627285	-4.724145584075888	-2.1469772722830403	-1.6576601931305834	-2.98037625377418	-3.245504727869505	-3.9448671635094685	-4.035520039427063	-1.2126273169910151	-1.6709654404241436	-4.25787303047692	-1.950297796644652	-3.221256802704946	-4.83898523862731	-4.628566883546253	-5.241815875362387	-4.0791593045931815	-2.4787482046301883	-2.996548435421986	-2.935668953754016	-2.996548435421986	-2.1273349626239586	-4.19744969905943	-2.996548435421986	-3.141060307074221	-2.996548435421986	-2.996548435421986	-5.79345679300447	-3.794078430230452	-3.1260597171799103	-16.791763278797934	-2.0315036910220625	-2.996548435421986	-2.996548435421986	-2.996548435421986	-2.482774707497541	-1.1656115527513775	-1.0492026660504172	-1.653242809783959	-2.838377003084096	-4.216168377685937	-2.7011809032219145	-3.6620035364849843	-2.996548435421986	-2.996548435421986	-3.1849068428465834	-2.4552418128798434	-3.597889079120095	-2.996548435421986	-1.4959880922637212	-3.607946268937557	-3.0105158167285886	-3.1923153567568927	-3.8286953940620903	-4.488106957096781	-2.792024810672836	-3.2474226585237327	-2.837343896102379	-6.285481697732542	-2.3910482357765273	-1.058292691319033	-4.577235548035058	-2.126580496565143	-2.8437328369481967	-4.633801172071333	-2.8895119312381166	-15.633932368030399	-3.4965825728269673	-2.996548435421986	-3.521349117088994	-2.951205819739195	-2.696510353011936	-3.317852869535917	-2.0846776247098893	-3.3712116707577557	-3.169123077584926	-1.2004777864576037	-4.169532383347834	-3.658869297897844	-2.996548435421986	-3.8408355916425236	-2.996548435421986	-2.5430892857960634	-2.996548435421986	-2.996548435421986	-2.484311888138576	-1.9733748755798834	-3.7250883404495774	-3.65139216558524	-2.848399825978524	-2.154372144347196	-3.395299599980739	-3.089267338097087	-2.830753990614245	-4.013867850049218	-3.301493572200411	
g379	-2.6073528560357366	-3.1973241819856484	-3.06042680314753	-1.7968615028091515	-4.0820934420861175	-2.195716730687677	-2.6366358596130155	-3.2116571212051435	-1.9833118562632734	-3.110292841560213	-1.6184115756734831	-3.090506024330079	-1.4835813583661317	-1.5336830845401692	-2.893367816840983	-2.9799261361134803	-3.9502273908450998	-2.518875852490208	-3.3769329697767994	-2.248793390257147	-2.3989691306511904	-2.858305638035469	-1.5804721340605834	-4.866728880430132	-2.1403661109170566	-4.23556311781716	-2.1971271651274225	-2.6137729827376166	-3.102161576831679	-1.0969604756936278	-2.2946147127570584	-3.221924257210879	-1.9105018491608974	-2.2905328986118283	-3.221924257210879	-2.430508908041284	-6.111788637485694	-4.428387381229255	-1.4148389613287318	-3.221924257210879	0.4531224465958125	-1.0246967857577156	-1.229153469365996	-0.13162930326076783	-3.221924257210879	-2.5829441401868505	-2.1209216288312693	-1.6350935501129134	-6.349692604350415	-3.622866854330977	-3.221924257210879	-3.0374139616431166	-2.8018830708475444	-3.6214015601776097	-3.749911581758422	-6.791857352662278	-9.051219761168149	-4.424903816548269	-28.039274427771456	-3.221924257210879	-4.5054873074502	-14.633031139602174	-2.9159357352115256	-2.8356928915296633	-1.2979374612660506	-1.4599307893956903	-2.0340803964920835	-2.690981354319471	-3.4333114678192165	-3.221924257210879	-2.8109288769795198	-3.2284858015258155	-3.221924257210879	-4.997030576685055	-0.7508678990076745	-3.4108443381281295	-2.4549177715129176	-0.49167277071967935	-3.4331029732839657	-1.9391990177893128	-4.0355438612636485	-2.6959647518945586	-2.6895369079994835	-4.786131542032614	-2.011630784443314	-27.52718857344605	-1.7588074414915453	-5.451030786222334	-1.7423973542364255	-4.280404732703012	-5.557751818531434	-5.639247646107917	-3.7310671344399386	-3.221924257210879	-3.221924257210879	-3.631823933842783	-3.221924257210879	-2.7592582687846603	-1.1031469271032934	-4.194162766738818	-3.9898790111383877	-3.221924257210879	-1.5311560570253624	-5.331233104045951	
g380	-6.744097905599309	-5.1511082516066855	-2.8354315962073477	-3.9987803531749564	-2.326649584410985	-3.612380458115449	-3.0408476941639204	-3.340552166965603	-2.11189193406782	-2.897951282360114	-4.794934647697705	-2.8485682784384316	-7.1495942019348355	-5.086451461822439	-5.186524564289711	-3.0408476941639204	-3.0408476941639204	-4.339906988884557	-3.6302942070009196	-2.98051157040864	-3.0408476941639204	-3.0408476941639204	-3.0227540637266657	-2.3434002778688554	-2.543106643644257	-11.03367091497372	-3.896907655428925	-3.0408476941639204	-2.187584101533567	-5.54220611368029	-2.4665108293526914	-3.2446169194331507	-3.3654572643156513	-3.071526252701271	-3.464567948735456	-4.314086600012086	-3.4497212341341927	-3.4949656368392357	-3.4311688288931834	-2.4398187209315307	-2.8365012677171206	-0.18174239531858893	-1.8416629728328995	-3.1032939418332237	-2.10314775933725	-2.060897504843132	-1.7529507832355833	-4.4049137345299165	-3.298219612633049	-4.864260441871637	-3.098621584305176	-5.494067759074812	-1.4401798142047046	-2.254028353956752	-3.0408476941639204	-1.8408127693963436	-2.4648040170200414	-2.8743858865879863	-4.8450893996474305	-3.2252369188988705	-2.5151155945106276	-1.532941820863236	-2.3633379771058975	-1.3733272473940066	-1.8054085972262666	-2.913759724179256	-1.734011242134524	-3.7377303071384995	-2.920716957921351	-7.178112627457439	-2.518701058452435	-3.3418296560695713	-2.017381228384118	-2.4501581163740958	-4.7117950184313	-1.6533550784114732	-2.695255342281369	-3.0408476941639204	-5.098876306518921	-3.0408476941639204	-4.684456955002604	-3.0408476941639204	-0.8458056750072103	-3.647339127009241	-4.671758535036282	-5.28433501934713	-2.8825709164131053	-3.68192505573671	-1.892809457587468	-5.354021724597216	-7.449769137658423	-3.0408476941639204	-4.464199274090425	-1.4150374992788437	-2.2598063829795647	-4.494105489441726	-3.3131816178112303	-3.4690824328186216	-2.145605322246899	-2.5604475965812212	-1.8441642802773472	-4.847620016674966	-3.356426213125033	-2.789362187037366	
g381	-2.52605371675791	-2.52605371675791	-1.0104249794190927	-2.52605371675791	-2.829021604898543	-3.155855418940657	-3.316023571154483	-3.321310164807577	-3.094639725774481	-2.52605371675791	-2.9953907467474106	-1.9529387290825848	-2.4004917640810643	-4.774289337066799	-4.19812948642474	-2.912672948202525	-2.462408677338006	-4.308744200918273	-4.326262685151254	-2.52605371675791	-2.52605371675791	-4.861447624847352	-5.399701521923044	-2.160182933754671	-2.52605371675791	-3.5688370645892573	-3.0374139616431166	-0.9498117766885219	-3.7900600992818076	-2.45166202449138	-2.045133690098103	-3.399249150383752	-6.141016431518794	-2.52605371675791	-2.890037746601182	-2.52605371675791	-2.52605371675791	-4.569008273874558	-1.8059129478836977	-2.52605371675791	-1.1436915102825571	-1.5399405038499605	-3.649457492604938	-1.2828281349266768	-2.52605371675791	-5.684086034563258	-3.2283679187250245	-3.632747751256416	-2.52605371675791	-2.494190353443315	-2.435963338133392	-2.52605371675791	-4.187312850462254	-2.626654675532628	-3.279283757478869	-3.2405884674354235	-2.52605371675791	-3.227016447861896	-2.52605371675791	-2.52605371675791	-3.462920406183246	-1.8389875626300098	-2.1968943186307444	-1.7147856504305983	-1.9982730507911473	-3.2707126398893047	-5.742433565745903	-2.52605371675791	-2.52605371675791	-4.171628386785681	-2.52605371675791	-4.0303245368567975	-2.52605371675791	-2.99079617267016	-3.698623066639826	-2.736965594166206	-2.52605371675791	-2.52605371675791	-8.306773113463937	-3.2414837485801535	-2.167783192523928	-16.142771072942104	-9.414883620014564	-2.52605371675791	-1.996221970835108	-2.52605371675791	-3.4344028241457747	-2.52605371675791	-2.6366606883705206	-2.745002733125528	-2.564673284530632	-4.777773589710437	-4.394410848688886	-2.52605371675791	-3.03268380973072	-4.656171512207964	-2.8520421186128986	-5.937215132465317	-1.0271936582348737	-1.2584251525812045	-2.316168825598677	-1.9770995978899213	-0.9165265884356948	-3.2796659845707605	
g382	-3.3532843389226454	-2.657825710690205	-2.1616532634787693	-3.8107637063035122	-2.657825710690205	-5.446499443084116	-2.657825710690205	-2.657825710690205	-1.9208906445098033	-2.3018704425461087	-0.6695563317709908	-3.3543167844286748	-3.6951910337940244	-1.8044004245500966	-5.015782535578588	-2.8906911923457947	-2.657825710690205	-2.5183460420337958	-2.657825710690205	-2.657825710690205	-3.3104324560495333	-2.657825710690205	-2.1958244588151508	-2.989641665844386	-2.316085460796007	-2.657825710690205	-2.384218127876745	-2.657825710690205	-0.6701351732134435	-2.657825710690205	-1.6400144355110637	-2.657825710690205	-2.657825710690205	-2.657825710690205	-3.1078729831342584	-2.657825710690205	-2.657825710690205	-3.949980545699129	-2.228933317265286	-1.7863163666743522	-2.910501849160897	-1.1096208740553632	-2.773984783597012	-2.657825710690205	-2.657825710690205	-2.657825710690205	-2.657825710690205	-6.3725414340777835	-2.454488709378942	-1.845287186217842	-3.1775411757055885	-6.274250119742887	-4.170877968067061	-2.928180952948894	-3.6908704268855583	-2.657825710690205	-8.590605805072475	-3.8142095548956814	-4.086940275223032	-2.9775953060593254	-2.611755346607701	-1.8614476248473515	-2.657825710690205	-5.451310777385569	-1.2692614105412172	-3.4099331452329067	-5.268677710185113	-2.2996676665055418	-9.244192885886708	-2.4278161269135943	-2.6020875398230943	-6.480357457491846	-2.4483848033734534	-3.0904956864393975	-4.623435375406445	-2.0890449792586643	-3.8082957940197772	-2.657825710690205	-2.85762985324534	-2.657825710690205	-3.6502048533052895	-3.824400634517531	-1.403437263446075	-2.912672948202525	-2.034000870000335	-2.846080944496522	-3.208227595722634	-2.7413676772373714	-5.1142434543949555	-1.3389801397298358	-3.310623860631669	-11.427282086046759	-2.657825710690205	-1.982790709967777	-3.1409759938230803	-3.3505818932371336	-3.6965640788819996	-16.777677998882023	-3.058492551051488	-3.7520481887392862	-1.7759597257820698	-2.909532309025291	-2.4058395057003517	-5.207896850480994	
